company,ticker,fiscal_year,n_ai_sentences_8k,ai_sentiment_8k,n_ai_sentences_10k,ai_sentiment_10k,sentiment_distance,flag,8k_doc_id,8k_filing_date,10k_doc_id,8k_url,10k_url
INTERNATIONAL BUSINESS MACHINES CORP,IBM,2021,2,0.7069,2,-0.0519,0.7589,LOW_AI_SENTENCE_COUNT,07be397b62be1150; b228b2c5001b940a,2020-12-16,491ea0224f5efd8f,https://www.sec.gov/Archives/edgar/data/51143/000110465920136302/tm2038625d1_ex99-1.htm; https://www.sec.gov/Archives/edgar/data/51143/000110465920136302/tm2038625d1_ex99-2.htm,https://www.sec.gov/Archives/edgar/data/51143/000155837021001489/ibm-20201231x10k.htm
INTERNATIONAL BUSINESS MACHINES CORP,IBM,2021,14,0.6401,2,-0.0519,0.692,LOW_AI_SENTENCE_COUNT,f9795ff345e1fc92; 64514b4e96fb6962,2020-10-20,491ea0224f5efd8f,https://www.sec.gov/Archives/edgar/data/51143/000155837020011577/ibm-20201019xex99d1.htm; https://www.sec.gov/Archives/edgar/data/51143/000155837020011577/ibm-20201019xex99d2.htm,https://www.sec.gov/Archives/edgar/data/51143/000155837021001489/ibm-20201231x10k.htm
INTERNATIONAL BUSINESS MACHINES CORP,IBM,2021,2,0.9266,2,-0.0519,0.9786,LOW_AI_SENTENCE_COUNT,91fc707eeacecc99; fd96b9468672b7b1; 37f509422d73f67a,2020-10-19,491ea0224f5efd8f,https://www.sec.gov/Archives/edgar/data/51143/000155837020011556/ibm-20201019xex99d1.htm; https://www.sec.gov/Archives/edgar/data/51143/000155837020011556/ibm-20201019xex99d2.htm; https://www.sec.gov/Archives/edgar/data/51143/000155837020011556/ibm-20201019xex99d3.htm,https://www.sec.gov/Archives/edgar/data/51143/000155837021001489/ibm-20201231x10k.htm
INTERNATIONAL BUSINESS MACHINES CORP,IBM,2021,7,0.5636,2,-0.0519,0.6156,LOW_AI_SENTENCE_COUNT,eae59ae6947d051f; 64a35728078328a5; 463fd69ddb23f45e,2020-10-08,491ea0224f5efd8f,https://www.sec.gov/Archives/edgar/data/51143/000110465920113260/tm2032661d1_ex99-1.htm; https://www.sec.gov/Archives/edgar/data/51143/000110465920113260/tm2032661d1_ex99-2.htm; https://www.sec.gov/Archives/edgar/data/51143/000110465920113260/tm2032661d1_ex99-3.htm,https://www.sec.gov/Archives/edgar/data/51143/000155837021001489/ibm-20201231x10k.htm
INTERNATIONAL BUSINESS MACHINES CORP,IBM,2021,15,0.5429,2,-0.0519,0.5948,LOW_AI_SENTENCE_COUNT,47fb1925ef267a02; c252a8ccf062b239,2020-07-21,491ea0224f5efd8f,https://www.sec.gov/Archives/edgar/data/51143/000155837020008273/ibm-20200720xex99d1.htm; https://www.sec.gov/Archives/edgar/data/51143/000155837020008273/ibm-20200720xex99d2.htm,https://www.sec.gov/Archives/edgar/data/51143/000155837021001489/ibm-20201231x10k.htm
INTERNATIONAL BUSINESS MACHINES CORP,IBM,2021,0,,2,-0.0519,,LOW_AI_SENTENCE_COUNT,07c943d69aabfcd2; 07eeb5c68754186c; 62ebd8340b318a2b,2020-07-20,491ea0224f5efd8f,https://www.sec.gov/Archives/edgar/data/51143/000155837020008241/ibm-20200720xex99d1.htm; https://www.sec.gov/Archives/edgar/data/51143/000155837020008241/ibm-20200720xex99d2.htm; https://www.sec.gov/Archives/edgar/data/51143/000155837020008241/ibm-20200720xex99d3.htm,https://www.sec.gov/Archives/edgar/data/51143/000155837021001489/ibm-20201231x10k.htm
INTERNATIONAL BUSINESS MACHINES CORP,IBM,2021,14,0.6331,2,-0.0519,0.6851,LOW_AI_SENTENCE_COUNT,d589dec38ca2ca09; 4ae3de95ef93c3a5; 19528c2047a60b96,2020-04-21,491ea0224f5efd8f,https://www.sec.gov/Archives/edgar/data/51143/000155837020004097/ibm-20200420xex99d1.htm; https://www.sec.gov/Archives/edgar/data/51143/000155837020004097/ibm-20200420xex99d2.htm; https://www.sec.gov/Archives/edgar/data/51143/000155837020004097/ibm-20200420xex99d3.htm,https://www.sec.gov/Archives/edgar/data/51143/000155837021001489/ibm-20201231x10k.htm
INTERNATIONAL BUSINESS MACHINES CORP,IBM,2021,1,0.8966,2,-0.0519,0.9485,LOW_AI_SENTENCE_COUNT,79af088606527933; 6e9b9dabcf951954; 66cde6340c775b41,2020-04-20,491ea0224f5efd8f,https://www.sec.gov/Archives/edgar/data/51143/000155837020004062/ibm-20200420xex99d1.htm; https://www.sec.gov/Archives/edgar/data/51143/000155837020004062/ibm-20200420xex99d2.htm; https://www.sec.gov/Archives/edgar/data/51143/000155837020004062/ibm-20200420xex99d3.htm,https://www.sec.gov/Archives/edgar/data/51143/000155837021001489/ibm-20201231x10k.htm
INTERNATIONAL BUSINESS MACHINES CORP,IBM,2020,3,0.6479,2,-0.0118,0.6597,LOW_AI_SENTENCE_COUNT,d649f24edc014b5b,2020-01-31,a2f7faec54c17bc9,https://www.sec.gov/Archives/edgar/data/51143/000110465920008982/tm205825d2_ex99-1.htm,https://www.sec.gov/Archives/edgar/data/51143/000155837020001334/ibm-20191231x10k2af531.htm
INTERNATIONAL BUSINESS MACHINES CORP,IBM,2020,10,0.7079,2,-0.0118,0.7198,LOW_AI_SENTENCE_COUNT,b1c49e4b0d96d68c; 5139f5063fdf6964,2020-01-22,a2f7faec54c17bc9,https://www.sec.gov/Archives/edgar/data/51143/000155837020000218/ex-99d1.htm; https://www.sec.gov/Archives/edgar/data/51143/000155837020000218/ex-99d2.htm,https://www.sec.gov/Archives/edgar/data/51143/000155837020001334/ibm-20191231x10k2af531.htm
INTERNATIONAL BUSINESS MACHINES CORP,IBM,2020,0,,2,-0.0118,,LOW_AI_SENTENCE_COUNT,8e3e3dd7fda44120; 872056ec2fd395aa; 71d964e1c3b5ceaa,2020-01-21,a2f7faec54c17bc9,https://www.sec.gov/Archives/edgar/data/51143/000155837020000200/ex-99d1.htm; https://www.sec.gov/Archives/edgar/data/51143/000155837020000200/ex-99d2.htm; https://www.sec.gov/Archives/edgar/data/51143/000155837020000200/ex-99d3.htm,https://www.sec.gov/Archives/edgar/data/51143/000155837020001334/ibm-20191231x10k2af531.htm
Dell Technologies Inc.,DELL,2026,17,0.4028,21,-0.2159,0.6187,,db373ffbd6e790ce; a28460814fb67658,2025-10-07,70ba3f174c14719c,https://www.sec.gov/Archives/edgar/data/1571996/000119312525232662/d55706dex991.htm; https://www.sec.gov/Archives/edgar/data/1571996/000119312525232662/d55706dex992.htm,https://www.sec.gov/Archives/edgar/data/1571996/000157199626000008/dell-20260130.htm
Dell Technologies Inc.,DELL,2025,2,-0.0185,19,-0.2394,0.2209,LOW_AI_SENTENCE_COUNT,611a2dcc1152ed85,2024-10-02,65c5534599927463,https://www.sec.gov/Archives/edgar/data/1571996/000119312524231195/d802942dex991.htm,https://www.sec.gov/Archives/edgar/data/1571996/000157199625000034/dell-20250131.htm
Dell Technologies Inc.,DELL,2024,2,-0.0185,8,-0.2914,0.2729,LOW_AI_SENTENCE_COUNT,2861504aae64d683,2024-03-06,b02bb8bc8f5e109d,https://www.sec.gov/Archives/edgar/data/1571996/000119312524059631/d794419dex991.htm,https://www.sec.gov/Archives/edgar/data/1571996/000157199624000036/dell-20240202.htm
Dell Technologies Inc.,DELL,2024,0,,8,-0.2914,,LOW_AI_SENTENCE_COUNT,6f13afc8d7e7188a; d0563990f8933da6,2023-12-18,b02bb8bc8f5e109d,https://www.sec.gov/Archives/edgar/data/1571996/000119312523297664/d625155dex991.htm; https://www.sec.gov/Archives/edgar/data/1571996/000119312523297664/d625155dex992.htm,https://www.sec.gov/Archives/edgar/data/1571996/000157199624000036/dell-20240202.htm
Dell Technologies Inc.,DELL,2024,0,,8,-0.2914,,LOW_AI_SENTENCE_COUNT,bcc0a9f84dcb7456,2023-12-04,b02bb8bc8f5e109d,https://www.sec.gov/Archives/edgar/data/1571996/000119312523288428/d56618dex991.htm,https://www.sec.gov/Archives/edgar/data/1571996/000157199624000036/dell-20240202.htm
Dell Technologies Inc.,DELL,2024,4,0.0569,8,-0.2914,0.3483,LOW_AI_SENTENCE_COUNT,ec3e17e6e97685d9,2023-10-05,b02bb8bc8f5e109d,https://www.sec.gov/Archives/edgar/data/1571996/000119312523251131/d541426dex991.htm,https://www.sec.gov/Archives/edgar/data/1571996/000157199624000036/dell-20240202.htm
Dell Technologies Inc.,DELL,2024,0,,8,-0.2914,,LOW_AI_SENTENCE_COUNT,9cd2838a921f8434; 4df766eb4c35361a,2023-06-30,b02bb8bc8f5e109d,https://www.sec.gov/Archives/edgar/data/1571996/000119312523180570/d475980dex991.htm; https://www.sec.gov/Archives/edgar/data/1571996/000119312523180570/d475980dex992.htm,https://www.sec.gov/Archives/edgar/data/1571996/000157199624000036/dell-20240202.htm
Dell Technologies Inc.,DELL,2024,0,,8,-0.2914,,LOW_AI_SENTENCE_COUNT,24ac7dc4d969939d,2023-06-15,b02bb8bc8f5e109d,https://www.sec.gov/Archives/edgar/data/1571996/000119312523167472/d505540dex991.htm,https://www.sec.gov/Archives/edgar/data/1571996/000157199624000036/dell-20240202.htm
Dell Technologies Inc.,DELL,2023,0,,1,0.2588,,LOW_AI_SENTENCE_COUNT,d99c9728b8182b0e,2023-02-06,5f387ca61fc8500d,https://www.sec.gov/Archives/edgar/data/1571996/000119312523024781/d459652dex991.htm,https://www.sec.gov/Archives/edgar/data/1571996/000157199623000007/dell-20230203.htm
Dell Technologies Inc.,DELL,2023,2,-0.0185,1,0.2588,-0.2773,LOW_AI_SENTENCE_COUNT,a4341dfe428269df,2023-01-11,5f387ca61fc8500d,https://www.sec.gov/Archives/edgar/data/1571996/000119312523006528/d449158dex991.htm,https://www.sec.gov/Archives/edgar/data/1571996/000157199623000007/dell-20230203.htm
ORACLE CORP,ORCL,2026,14,0.5106,25,-0.2892,0.7998,,cd76030fa4fddc27,2026-06-10,b5db10277712ffd2,https://www.sec.gov/Archives/edgar/data/1341439/000119312526265848/orcl-ex99_1.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
ORACLE CORP,ORCL,2026,0,,25,-0.2892,,LOW_AI_SENTENCE_COUNT,6afca874a6f9027c,2026-05-12,b5db10277712ffd2,https://www.sec.gov/Archives/edgar/data/1341439/000119312526219708/d76569dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
ORACLE CORP,ORCL,2026,4,0.5865,25,-0.2892,0.8758,LOW_AI_SENTENCE_COUNT,668074045e56b14b,2026-04-06,b5db10277712ffd2,https://www.sec.gov/Archives/edgar/data/1341439/000119312526142939/d132760dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
ORACLE CORP,ORCL,2026,6,0.6172,25,-0.2892,0.9064,,4f17fb94a81f7bdc,2026-03-10,b5db10277712ffd2,https://www.sec.gov/Archives/edgar/data/1341439/000119312526100148/orcl-ex99_1.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
ORACLE CORP,ORCL,2026,11,0.3448,25,-0.2892,0.634,,b007cf10e26d82ff,2025-12-10,b5db10277712ffd2,https://www.sec.gov/Archives/edgar/data/1341439/000119312525314207/orcl-ex99_1.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
ORACLE CORP,ORCL,2026,0,,25,-0.2892,,LOW_AI_SENTENCE_COUNT,008d86c44be85e15,2025-11-21,b5db10277712ffd2,https://www.sec.gov/Archives/edgar/data/1341439/000119312525291441/d43173dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
ORACLE CORP,ORCL,2026,12,0.4884,25,-0.2892,0.7776,,ef57ded71075606c,2025-09-22,b5db10277712ffd2,https://www.sec.gov/Archives/edgar/data/1341439/000119312525210089/d921500dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
ORACLE CORP,ORCL,2026,4,0.2711,25,-0.2892,0.5603,LOW_AI_SENTENCE_COUNT,81b0153856b09a7d,2025-09-09,b5db10277712ffd2,https://www.sec.gov/Archives/edgar/data/1341439/000119312525199175/orcl-ex99_1.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
ORACLE CORP,ORCL,2025,0,,10,-0.2005,,LOW_AI_SENTENCE_COUNT,31209ee8605bc1dd,2025-06-11,aca90e8cd0416658,https://www.sec.gov/Archives/edgar/data/1341439/000095017025084831/orcl-ex99_1.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm
ORACLE CORP,ORCL,2025,4,0.6831,10,-0.2005,0.8836,LOW_AI_SENTENCE_COUNT,63ae9f49b516818a,2025-03-10,aca90e8cd0416658,https://www.sec.gov/Archives/edgar/data/1341439/000095017025036295/orcl-ex99_1.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm
ORACLE CORP,ORCL,2025,8,0.5036,10,-0.2005,0.704,,89cf5784117badea,2024-12-09,aca90e8cd0416658,https://www.sec.gov/Archives/edgar/data/1341439/000095017024134537/orcl-ex99_1.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm
ORACLE CORP,ORCL,2025,1,0.1438,10,-0.2005,0.3443,LOW_AI_SENTENCE_COUNT,00d92ef51a1d0e33,2024-09-09,aca90e8cd0416658,https://www.sec.gov/Archives/edgar/data/1341439/000095017024104753/orcl-ex99_1.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm
ORACLE CORP,ORCL,2024,2,0.9333,5,-0.331,1.2642,LOW_AI_SENTENCE_COUNT,360c12fca7bb4796,2024-06-11,5e50d2f626d262ba,https://www.sec.gov/Archives/edgar/data/1341439/000095017024071916/orcl-ex99_1.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017024075605/orcl-20240531.htm
ORACLE CORP,ORCL,2024,2,0.7431,5,-0.331,1.074,LOW_AI_SENTENCE_COUNT,ec84cd20a112ba36,2024-03-11,5e50d2f626d262ba,https://www.sec.gov/Archives/edgar/data/1341439/000095017024029250/orcl-ex99_1.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017024075605/orcl-20240531.htm
ORACLE CORP,ORCL,2024,2,0.7751,5,-0.331,1.106,LOW_AI_SENTENCE_COUNT,7aed62cae42f382d,2023-12-11,5e50d2f626d262ba,https://www.sec.gov/Archives/edgar/data/1341439/000095017023069410/orcl-ex99_1.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017024075605/orcl-20240531.htm
ORACLE CORP,ORCL,2024,5,0.3807,5,-0.331,0.7117,,5eb68253b39decb3,2023-09-11,5e50d2f626d262ba,https://www.sec.gov/Archives/edgar/data/1341439/000095017023047471/orcl-ex99_1.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017024075605/orcl-20240531.htm
ORACLE CORP,ORCL,2023,3,0.6068,1,-0.8868,1.4936,LOW_AI_SENTENCE_COUNT,c8c746c70299998c,2023-06-12,eee963c13b43497e,https://www.sec.gov/Archives/edgar/data/1341439/000095017023027490/orcl-ex99_1.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017023028914/orcl-20230531.htm
ORACLE CORP,ORCL,2023,0,,1,-0.8868,,LOW_AI_SENTENCE_COUNT,c14aa7bc13eb0157,2023-03-09,eee963c13b43497e,https://www.sec.gov/Archives/edgar/data/1341439/000156459023003362/orcl-ex991_6.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017023028914/orcl-20230531.htm
ORACLE CORP,ORCL,2023,1,0.7089,1,-0.8868,1.5957,LOW_AI_SENTENCE_COUNT,7ed4b95c7e30123a,2022-12-12,eee963c13b43497e,https://www.sec.gov/Archives/edgar/data/1341439/000156459022039236/orcl-ex991_6.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017023028914/orcl-20230531.htm
ORACLE CORP,ORCL,2023,1,0.1052,1,-0.8868,0.992,LOW_AI_SENTENCE_COUNT,be10f6ba7be7f7e7,2022-09-12,eee963c13b43497e,https://www.sec.gov/Archives/edgar/data/1341439/000156459022031466/orcl-ex991_6.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017023028914/orcl-20230531.htm
ORACLE CORP,ORCL,2023,0,,1,-0.8868,,LOW_AI_SENTENCE_COUNT,750b0ee3dad815dd,2022-07-11,eee963c13b43497e,https://www.sec.gov/Archives/edgar/data/1341439/000119312522191296/d331231dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017023028914/orcl-20230531.htm
ORACLE CORP,ORCL,2022,0,,1,-0.8778,,LOW_AI_SENTENCE_COUNT,fe96ed0354d910d6,2022-06-13,eb41c737b392d65e,https://www.sec.gov/Archives/edgar/data/1341439/000156459022023099/orcl-ex991_6.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459022023675/orcl-10k_20220531.htm
ORACLE CORP,ORCL,2022,0,,1,-0.8778,,LOW_AI_SENTENCE_COUNT,7ac2e67dff248100,2022-03-24,eb41c737b392d65e,https://www.sec.gov/Archives/edgar/data/1341439/000119312522083447/d332961dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459022023675/orcl-10k_20220531.htm
ORACLE CORP,ORCL,2022,0,,1,-0.8778,,LOW_AI_SENTENCE_COUNT,9c632c1f34ac05f7,2022-03-10,eb41c737b392d65e,https://www.sec.gov/Archives/edgar/data/1341439/000156459022009640/orcl-ex991_6.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459022023675/orcl-10k_20220531.htm
ORACLE CORP,ORCL,2022,2,0.7945,1,-0.8778,1.6723,LOW_AI_SENTENCE_COUNT,410fb22ac22cc215,2021-12-20,eb41c737b392d65e,https://www.sec.gov/Archives/edgar/data/1341439/000119312521362532/d276733dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459022023675/orcl-10k_20220531.htm
ORACLE CORP,ORCL,2022,0,,1,-0.8778,,LOW_AI_SENTENCE_COUNT,f22efc90026166da,2021-12-09,eb41c737b392d65e,https://www.sec.gov/Archives/edgar/data/1341439/000156459021059893/orcl-ex991_6.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459022023675/orcl-10k_20220531.htm
ORACLE CORP,ORCL,2022,0,,1,-0.8778,,LOW_AI_SENTENCE_COUNT,47d0364a80b2ff17,2021-09-13,eb41c737b392d65e,https://www.sec.gov/Archives/edgar/data/1341439/000156459021047736/orcl-ex991_6.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459022023675/orcl-10k_20220531.htm
ORACLE CORP,ORCL,2022,0,,1,-0.8778,,LOW_AI_SENTENCE_COUNT,d6bf47daef0c9018,2021-08-27,eb41c737b392d65e,https://www.sec.gov/Archives/edgar/data/1341439/000119312521259458/d224360dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459022023675/orcl-10k_20220531.htm
ORACLE CORP,ORCL,2021,0,,1,-0.8759,,LOW_AI_SENTENCE_COUNT,9d26d3dca510a2d7,2021-06-15,9708299aa2df4792,https://www.sec.gov/Archives/edgar/data/1341439/000156459021032994/orcl-ex991_6.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459021033616/orcl-10k_20210531.htm
ORACLE CORP,ORCL,2021,1,0.7375,1,-0.8759,1.6134,LOW_AI_SENTENCE_COUNT,e43c2560f2868fd7,2021-03-10,9708299aa2df4792,https://www.sec.gov/Archives/edgar/data/1341439/000156459021012058/orcl-ex991_6.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459021033616/orcl-10k_20210531.htm
ORACLE CORP,ORCL,2021,3,0.535,1,-0.8759,1.4109,LOW_AI_SENTENCE_COUNT,debed6e88fcb29d7,2020-12-10,9708299aa2df4792,https://www.sec.gov/Archives/edgar/data/1341439/000156459020056722/orcl-ex991_6.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459021033616/orcl-10k_20210531.htm
ORACLE CORP,ORCL,2021,1,0.1735,1,-0.8759,1.0494,LOW_AI_SENTENCE_COUNT,98a96ac64a4a1924,2020-09-10,9708299aa2df4792,https://www.sec.gov/Archives/edgar/data/1341439/000156459020043143/orcl-ex991_6.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459021033616/orcl-10k_20210531.htm
ORACLE CORP,ORCL,2021,0,,1,-0.8759,,LOW_AI_SENTENCE_COUNT,162fcaed3f11e9eb,2020-08-21,9708299aa2df4792,https://www.sec.gov/Archives/edgar/data/1341439/000119312520227084/d31885dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459021033616/orcl-10k_20210531.htm
ORACLE CORP,ORCL,2020,1,0.1735,1,-0.8759,1.0494,LOW_AI_SENTENCE_COUNT,63806cb2ef351cc1,2020-06-16,923d2c6a00b872e9,https://www.sec.gov/Archives/edgar/data/1341439/000156459020029533/orcl-ex991_6.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459020030125/orcl-10k_20200531.htm
ORACLE CORP,ORCL,2020,1,0.1735,1,-0.8759,1.0494,LOW_AI_SENTENCE_COUNT,32b31c1c343ef3d8,2020-03-12,923d2c6a00b872e9,https://www.sec.gov/Archives/edgar/data/1341439/000156459020010464/orcl-ex991_6.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459020030125/orcl-10k_20200531.htm
ORACLE CORP,ORCL,2020,1,0.1735,1,-0.8759,1.0494,LOW_AI_SENTENCE_COUNT,a6ce5596c4ec450a,2019-12-12,923d2c6a00b872e9,https://www.sec.gov/Archives/edgar/data/1341439/000156459019045836/orcl-ex991_7.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459020030125/orcl-10k_20200531.htm
ORACLE CORP,ORCL,2020,3,0.3262,1,-0.8759,1.2021,LOW_AI_SENTENCE_COUNT,78caa8b461180c73,2019-12-09,923d2c6a00b872e9,https://www.sec.gov/Archives/edgar/data/1341439/000119312519309214/d688356dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459020030125/orcl-10k_20200531.htm
ORACLE CORP,ORCL,2020,0,,1,-0.8759,,LOW_AI_SENTENCE_COUNT,baca524f2f563f8e,2019-10-18,923d2c6a00b872e9,https://www.sec.gov/Archives/edgar/data/1341439/000119312519269943/d823419dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459020030125/orcl-10k_20200531.htm
ORACLE CORP,ORCL,2020,2,0.1641,1,-0.8759,1.04,LOW_AI_SENTENCE_COUNT,aa9ec1399ed3a3a6; d041c3d4d63a4604,2019-09-11,923d2c6a00b872e9,https://www.sec.gov/Archives/edgar/data/1341439/000156459019034522/orcl-ex991_6.htm; https://www.sec.gov/Archives/edgar/data/1341439/000156459019034522/orcl-ex992_120.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459020030125/orcl-10k_20200531.htm
ORACLE CORP,ORCL,2020,0,,1,-0.8759,,LOW_AI_SENTENCE_COUNT,a8fcb350c67179fe,2019-07-31,923d2c6a00b872e9,https://www.sec.gov/Archives/edgar/data/1341439/000119312519208925/d795975dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459020030125/orcl-10k_20200531.htm
ORACLE CORP,ORCL,2020,1,0.1739,1,-0.8759,1.0498,LOW_AI_SENTENCE_COUNT,8fb32066c0445e4b,2019-07-10,923d2c6a00b872e9,https://www.sec.gov/Archives/edgar/data/1341439/000119312519191922/d776427dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459020030125/orcl-10k_20200531.htm
ORACLE CORP,ORCL,2019,2,0.3822,2,-0.0299,0.4121,LOW_AI_SENTENCE_COUNT,f5e446bfbc24f8f0,2019-06-19,544dc3b0af064235,https://www.sec.gov/Archives/edgar/data/1341439/000156459019022864/orcl-ex991_6.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459019023119/orcl-10k_20190531.htm
ORACLE CORP,ORCL,2019,1,0.1735,2,-0.0299,0.2034,LOW_AI_SENTENCE_COUNT,fab8375ebc11e27d,2019-03-14,544dc3b0af064235,https://www.sec.gov/Archives/edgar/data/1341439/000156459019007818/orcl-ex991_6.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459019023119/orcl-10k_20190531.htm
ORACLE CORP,ORCL,2019,1,-0.1586,2,-0.0299,-0.1287,LOW_AI_SENTENCE_COUNT,2f5bedadc2461c3d,2018-12-17,544dc3b0af064235,https://www.sec.gov/Archives/edgar/data/1341439/000156459018030992/orcl-ex991_6.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459019023119/orcl-10k_20190531.htm
ORACLE CORP,ORCL,2019,1,0.006,2,-0.0299,0.0359,LOW_AI_SENTENCE_COUNT,91af3623a5b28ef6,2018-09-17,544dc3b0af064235,https://www.sec.gov/Archives/edgar/data/1341439/000156459018023209/orcl-ex991_6.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459019023119/orcl-10k_20190531.htm
ORACLE CORP,ORCL,2019,0,,2,-0.0299,,LOW_AI_SENTENCE_COUNT,e525588347f271cd,2018-07-30,544dc3b0af064235,https://www.sec.gov/Archives/edgar/data/1341439/000119312518231625/d589516dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000156459019023119/orcl-10k_20190531.htm
ORACLE CORP,ORCL,2018,0,,2,-0.039,,LOW_AI_SENTENCE_COUNT,c944cad06321ca22,2018-06-19,cf57cffa521a2d04,https://www.sec.gov/Archives/edgar/data/1341439/000156459018015818/orcl-ex991_6.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312518201034/d568983d10k.htm
